Label,Sentence
Insufficient information clause for categories,"Service Providers : We use other companies , agents or contractors ( ""  Service Providers "" ) to perform services on our behalf or to assist us  with the provision of services to you ."
Insufficient information clause for categories,"For example , we engage Service Providers to provide marketing ,  advertising , communications , infrastructure and IT services , to  personalize and optimize our service , to process credit card  transactions or other payment methods , to provide customer service , to  collect debts , to analyze and enhance data ( including data about  users ' interactions with our service ) , and to process and administer  consumer surveys ."
Insufficient information clause for categories,"In the course of providing such services , these Service Providers may have access to your personal or other information ."
Problematic processing clause for categories,"Promotional offers : We may offer joint promotions or programs that ,  in order for your participation , will require us to share your  information with third parties ."
Problematic processing clause for categories,"In fulfilling these types of promotions , we may share your name and  other information in connection with fulfilling the incentive ."
Full information clause for categories,"Protection of Netflix and others : Netflix and its Service Providers  may disclose and otherwise use your personal and other information where  we or they reasonably believe such disclosure is needed to ( a )  satisfy any applicable law , regulation , legal process , or  governmental request , ( b ) enforce applicable terms of use , including  investigation of potential violations thereof , ( c ) detect , prevent ,  or otherwise address illegal or suspected illegal activities (  including payment fraud ) , security or technical issues , or ( d )  protect against harm to the rights , property or safety of Netflix , its  users or the public , as required or permitted by law ."
Insufficient information clause for categories,"Business transfers : In connection with any reorganization ,  restructuring , merger or sale , or other transfer of assets , we will  transfer information , including personal information , provided that  the receiving party agrees to respect your personal information in a  manner that is consistent with our Privacy Statement ."
Problematic processing clause for categories,"Whenever in the course of sharing information we transfer personal  information to countries outside of the European Economic Area and other  regions with comprehensive data protection laws , we will ensure that  the information is transferred in accordance with this Privacy Statement  and as permitted by the applicable laws on data protection ."
Full information clause for categories,"If you no longer want to receive certain communications from us via  email or text message , simply access the "" Communications Settings ""  option in the "" Account "" section of our website and uncheck those items  to unsubscribe ."
Full information clause for categories,"Alternatively , click the "" unsubscribe "" link in the email or reply STOP ( or as otherwise instructed ) to the text message ."
Insufficient information clause for categories,"If you subsequently decide you no longer wish to receive these  notifications , you can use your mobile device 's settings functionality  to turn them off ."
Problematic processing clause for categories,Interest-based ads are online ads that are tailored to your likely  interests based on your use of various apps and websites across the  Internet .
Problematic processing clause for categories,"If you are using a browser , then cookies and web beacons can be used  to collect information to help determine your likely interests ."
Problematic processing clause for categories,"If you are using a mobile device , tablet , or streaming media device  that includes an advertising identifier , then that identifier can be  used to help determine your likely interests ."
Problematic processing clause for categories,"For your choices about interest-based ads from Netflix , please see the "" Cookies and Internet Advertising "" section ( below ) ."
Full information clause for categories,"You can request access to your personal information , or correct or  update out-of-date or inaccurate personal information we hold about you ."
Full information clause for categories,"You can most easily do this by visiting the "" Account "" portion of our  website , where you have the ability to access and update a broad range  of information about your account , including your contact information ,  your Netflix payment information , and various related information  about your account ( such as the content you have viewed and rated , and  your reviews ) ."
Full information clause for categories,You may also request that we delete personal information that we hold about you .
Full information clause for categories,"To make requests , or if you have any other question regarding our  privacy practices , please contact our Data Protection Officer/Privacy  Office at privacy@netflix.com ."
Full information clause for categories,"Please also see the "" Your Choices "" section of this Privacy Statement for additional choices regarding your information ."
Insufficient information clause for categories,"You can object to processing of your personal information , ask us to  restrict processing of your personal information or request portability  of your personal information ; if we have collected and process your  personal information with your consent , then you can withdraw your  consent at any time ; withdrawing your consent will not affect the  lawfulness of any processing we conducted prior to your withdrawal , nor  will it affect processing of your personal information conducted in  reliance on lawful processing grounds other than consent ; you have the  right to complain to a data protection authority about our collection  and use of your personal information ."
Insufficient information clause for categories,"We may retain information as required or permitted by applicable laws  and regulations , including to honor your choices , for our billing or  records purposes and to fulfill the purposes described in this Privacy  Statement ."
Insufficient information clause for categories,We take reasonable measures to destroy or de-identify personal information in a secure manner when it is no longer required .
Problematic processing clause for categories,"In addition , you may encounter third party applications that interact with the Netflix service ."
Problematic processing clause for categories,"While individuals under the age of 18 may utilize the service , they  may do so only with the involvement , supervision , and approval of a  parent or legal guardian ."
Problematic processing clause for categories,We will provide notice of any such changes ( including when they will take effect ) in accordance with law .
Problematic processing clause for categories,Your continued use of the Netflix service after any such updates take  effect will constitute acknowledgement and ( as applicable ) acceptance  of those changes .
Problematic processing clause for categories,"If you do not wish to acknowledge or accept any updates to this  Privacy Statement , you may cancel your use of the Netflix service ."
Insufficient information clause for categories,"We and our Service Providers use cookies and other technologies ( such  as web beacons ) , as well as advertising identifiers , for various  reasons ."
Insufficient information clause for categories,"For example , we use these technologies to make it easy to access our  services by remembering you when you return , to provide and analyze our  services ."
Insufficient information clause for categories,"We also use cookies , as well as advertising identifiers , to learn  more about our users and their likely interests , and to deliver and  tailor marketing or advertising ."
Insufficient information clause for categories,"Cookies are not the only types of technology that enable this  functionality ; we also use other , similar types of technologies ."
Problematic processing clause for categories,"Like cookies , advertising identifiers are used to make online advertising more relevant ."
Problematic processing clause for categories,"Advertising cookies and advertising identifiers : These cookies and  advertising identifiers use information about your use of this and other  websites and apps , your response to ads and emails , and to deliver  ads that are more relevant to you ."
Problematic processing clause for categories,"These types of ads are called "" interest-based advertising . """
Problematic processing clause for categories,"To opt out of interest-based ads from Netflix in connection with an  advertising identifier on a mobile device , tablet , or streaming media  devices , please configure the appropriate setting on your device (  usually found under "" privacy "" or "" ads "" in your device 's settings ) ."
None,Privacy Statement
None,"This  Privacy Statement explains our practices , including your choices ,  regarding the collection , use , and disclosure of certain information ,  including your personal information , by the Netflix family of  companies ( "" Netflix "" ) ."
None,Contacting Us
None,"If  you have general questions about your account or how to contact  Customer Service for assistance , please visit our online help center at  https://help.netflix.com ."
None,Collection of Information
None,This information includes :
None,device IDs or other unique identifiers ;
None,"( See our "" Cookies and Internet Advertising "" section for more details . )"
None,"We  protect this information according to the practices described in this  Privacy Statement , plus any additional restrictions imposed by the  source of the data ."
None,Use of Information
None,"For example , we use information to :"
None,"Please  see the "" Your Choices "" section of this Privacy Statement to learn how  to set or change your communications preferences ."
None,Please visit our online help center at https://help.netflix.com for more information about these topics .
None,Disclosure of Information
None,We do not authorize them to use or disclose your personal information except in connection with providing their services .
None,Please note that these third parties are responsible for their own privacy practices .
None,You may also choose to disclose your information in the following ways :
None,"while  using the Netflix service you will have opportunities to post reviews  or other information publicly , and third parties could use the  information you disclose ;"
None,"certain  portions of our service may contain a tool which gives you the option  to share information by email , text message and social or other sharing  applications , using the clients and applications on your smart device ;"
None,social plugins and similar technologies allow you to share information .
None,"Social  plugins and social applications are operated by the social networks  themselves , and are subject to their terms of use and privacy policies ."
None,Access to Account and Profiles
None,"For ease of access to your account , you can use the "" Remember me on this device "" function when you log in to the website ."
None,This  function uses technology that enables us to provide direct account  access and to help administer the Netflix service without requiring  reentry of any password or other user identification when your browser  revisits the service .
None,"To  remove access to your Netflix account from your devices : ( a ) visit  the "" Account "" section of our website , choose "" Sign out of all  devices , "" and follow the instructions to deactivate your devices (  note , deactivation may not occur immediately ) or ( b ) delete your  Netflix settings from your device ( steps vary by device and the option  is not available on all devices ) ."
None,"Where possible , users of public or shared devices should log out at the completion of each visit ."
None,"If you sell or return a computer or Netflix ready device , you should log out and deactivate the device before doing so ."
None,"If  you do not maintain the security of your password or device , or fail  to log out or deactivate your device , subsequent users may be able to  access your account , including your personal information ."
None,"If  you share or otherwise allow others to have access to your account ,  they will be able to see your information ( including in some cases  personal information ) such as your watch history , ratings , reviews  and account information ( including your email address or other  information in the "" Account "" area of our website ) ."
None,This remains true even if you use our profiles feature .
None,"Profiles  allow users to have a distinct , personalized Netflix experience ,  built around the movies and shows of interest to them , as well as  separate watch histories ."
None,"Please  note that profiles are available to everyone who uses your Netflix  account , so that anyone with access to your Netflix account can  navigate to and use , edit or delete profiles ."
None,"You  should explain this to others with access to your account , and if you  do not wish them to use or change your profile , be sure to let them  know ."
None,Your Choices
None,Email and Text Messages .
None,"Please  note that you can not unsubscribe from service-related correspondence  from us , such as messages relating to your account transactions ."
None,Push Notifications .
None,You can choose to receive mobile push notifications from Netflix .
None,Interest-Based Ads .
None,Your Information and Rights
None,"You must be signed in to access the "" Account "" section ."
None,We  respond to all requests we receive from individuals wishing to exercise  their data protection rights in accordance with applicable data  protection laws .
None,Our main establishment within the European Union is in the Netherlands .
None,Please visit our online help center at https://help.netflix.com for more information about these topics .
None,Security
None,"We  use reasonable administrative , logical , physical and managerial  measures to safeguard your personal information against loss , theft and  unauthorized access , use and modification ."
None,These measures are designed to provide a level of security appropriate to the risks of processing your personal information .
None,"Other Websites , Platforms and Applications"
None,"The  Netflix service may be provided through and/or utilize features ( such  as voice controls ) operated by third party platforms , or contain links  to sites operated by third parties whose policies regarding the  handling of information may differ from ours ."
None,"For  example , you may be able to access the Netflix service through  platforms such as gaming systems , smart TVs , mobile devices , set top  boxes and a number of other Internet connected devices ."
None,"These  websites and platforms have separate and independent privacy or data  policies , privacy statements , notices and terms of use , which we  recommend you read carefully ."
None,Children
None,You must be 18 years of age or older to subscribe to the Netflix service .
None,"In  certain jurisdictions , the age of majority may be older than 18 , in  which case , you must satisfy that age in order to become a member ."
None,Changes to This Privacy Statement
None,"We will update this Privacy Statement from time to time in response to changing legal , regulatory or operational requirements ."
None,"To see when this Privacy Statement was last updated , please see the "" Last Updated "" section below ."
None,Cookies and Internet Advertising
None,"We  want you to be informed about our use of these technologies , so this  section explains the types of technologies we use , what they do and  your choices regarding their use ."
None,What are cookies ?
None,Cookies are small data files that are commonly stored on your device when you browse and use websites and online services .
None,"They  are widely used to make websites work , or to work more efficiently ,  as well as to provide reporting information and assist with service or  advertising personalization ."
None,See below for more information and examples .
None,What are advertising identifiers ?
None,"Advertising  identifiers are similar to cookies and are found on many mobile devices  and tablets ( for example , the "" Identifier for Advertisers "" ( or  IDFA ) on Apple iOS devices and the "" Google Advertising ID "" on Android  devices ) , and certain streaming media devices ."
None,Why does Netflix use cookies and advertising identifiers ?
None,Essential cookies : These cookies are strictly necessary to provide our website or online service .
None,"For  example , we and our Service Providers may use these cookies to  authenticate and identify our members when they use our websites and  applications so we can provide our service to them ."
None,"They also help us to enforce our Terms of Use , prevent fraud and maintain the security of our service ."
None,"Performance  and functionality cookies : These cookies are not essential , but help  us to personalize and enhance your online experience with Netflix ."
None,"For  example , they help us to remember your preferences and prevent you  from needing to re-enter information you previously provided ( for  example , during member sign up ) ."
None,"We  also use these cookies to collect information ( such as popular pages ,  conversion rates , viewing patterns , click-through and other  information ) about our visitors ' use of the Netflix service so that we  can enhance and personalize our website and service and conduct market  research ."
None,Deletion of these types of cookies may result in limited functionality of our service .
None,Many of the advertising cookies associated with our service belong to our Service Providers .
None,How can I exercise choice regarding cookies and advertising identifiers ?
None,"For  more information about cookies set through our website , as well as  other types of online tracking ( including the collection of information  by third parties about your online activities over time and across  third-party Web sites or online services for online interest based  advertising ) , and to exercise choices regarding them , click here ."
None,"You may still see Netflix ads on your device , but they will not be tailored to your likely interests ."
None,"Netflix  supports the following self-regulatory programs , which provide  additional privacy choices for interest-based advertising :"
None,In the US : Digital Advertising Alliance ( DAA )
None,In Europe : European Interactive Digital Advertising Alliance ( EDAA )
None,In  Canada : Ad Choices : Digital Advertising Alliance of Canada ( DAAC ) /  Choix de Pub : l'Alliance de la publicitÃ© numÃ©rique du Canada ( DAAC )
None,"At this time , we do not respond to Web browser "" do not track "" signals ."
None,How Does Netflix use Web Beacons and other Technologies ?
None,Web beacons ( also known as clear gifs or pixel tags ) often work in conjunction with cookies .
None,"We  and our Service Providers may use them for similar purposes as cookies ,  such as to understand and enhance the use of our service , improve site  performance , monitor visitor traffic and actions on our site , and  understand interactions with our marketing ( including email and online  ads on third party sites ) ."
None,"Because  web beacons often work in conjunction with cookies , in many cases ,  declining cookies will impair the effectiveness of web beacons  associated with those cookies ."
None,"We  use other technologies that are similar to cookies , such as browser  storage and plugins ( e.g. , HTML5 , IndexedDB , and WebSQL ) ."
None,"Like cookies , some of these technologies may store small amounts of data on your device ."
None,"We  may use these and various other technologies for similar purposes as  cookies , such as to enforce our terms , prevent fraud , and analyze the  use of our service ."
None,There are a number of ways to exercise choice regarding these technologies .
None,"For  example , many popular browsers provide the ability to clear browser  storage , commonly in the settings or preferences area ; see your  browser 's help function or support area to learn more ."
None,"Other technologies , such as Silverlight storage , may be cleared from within the application ."
None,Last updated : 11 May 2018
None,"To see the prior version of this document , please go to www.netflix.com/privacyupdates ."
Problematic processing clause for categories,We 'll review this policy from time to time to make sure it 's up-to-date .
Problematic processing clause for categories,"If we make changes , we 'll post the latest version here ."
Problematic processing clause for categories,"When we make significant changes , we 'll let you know when you next access our services , or by other communications ."
Unclear language clause,"For example , this includes information that may of itself identify  you such as your name , contact details , trip itinerary , internet  protocol ( "" IP "" ) address , cookie strings or device IDs , as well as  information that may not on its own identify you , but which we store  alongside such identifiers , such as how you are using our services or  the country you are in when you do so ."
Full information clause for categories,"We only use your information where you 've given us your consent ,  where its necessary to deliver the services you 've requested , where it  's necessary to exercise or comply with legal rights or obligations ,  or for normal business purposes of the kind set out in this policy ."
Full information clause for categories,"When we need to do so to deliver our services or facilitate the  performance of a contract you 've entered â€“ or are entering â€“ into ,  such as making a booking with us or a Travel Supplier ."
Full information clause for categories,"Ensuring our services are accessible and usable by you on your  specific device , for example by altering the way we display information  to you based on your device type ;"
Full information clause for categories,"Generating results in response to your search queries , for example  providing you with a list of the flight , hotel or car-hire options that  best meet your requirements ;"
Unclear language clause,Where you select a Travel Supplier that you 'd like to make a booking with either :
Unclear language clause,"facilitating the completion of that booking from within our services ,  which will involve us collecting and transferring to that Travel  Supplier all information required to enable the booking to be processed ,  including your contact details , passport or identification information  , and payment details ;"
Full information clause for categories,"Contacting you with messages , notifications or alerts that are  necessary in order to deliver our services requested , such as booking  confirmation emails or other essential communications like flight status  alerts and notifications about changes or updates to our services or to  this policy , our Cookie Policy or our Terms of Service ;"
Full information clause for categories,"Responding to communications you have sent us , such as via our customer service help centre or on social media ; and"
Full information clause for categories,"Where you have created an account with us , maintaining and  administering this and ensuring that it is kept up-to-date and  accessible ;"
Full information clause for categories,To improve or optimise our services and to otherwise protect or further our legitimate interests .
Unclear language clause,This includes pretty serious reasons like fraud prevention and  security but also fun ones like product enhancement so we can keep  making Skyscanner even better for our travellers .
Unclear language clause,"Security and fraud-prevention purposes , for example by storing a  subset of your payment information such as last 4 digits of your credit  card and IP address to record where a payment may have originated from ,  or to protect our services against misuse of our APIs or from automated  software agents ;"
Unclear language clause,"Identifying and correcting faults with our services or areas for  improvement through use of information like browser type , operating  system , locale and language information and general site activity  alongside any specific feedback you may provide to us from time to time ;"
Full information clause for categories,Providing customer service or help services to you in relation to any  questions you raise or issues you might encounter while using our  services .
Full information clause for categories,"For example , although it is the ultimate Travel Supplier who is  responsible to you for any issues you might have with a flight , hotel  or other travel service you 've booked via Skyscanner , if you or the  Travel Supplier contacts us regarding an issue with your booking we 'll  need to use some of your personal data to be able to assist you ;"
Full information clause for categories,"Understanding and evaluating how , when and why people are using  Skyscanner for the purposes of delivering , evaluating , improving and  optimising the delivery of our services ."
Full information clause for categories,"Personalising your experience of our services in order to ensure your  experience on Skyscanner is as helpful , efficient and relevant as  possible ."
Unclear language clause,"if you have asked us to send you newsletters or other marketing  communications , we may tailor the timings or content of these to  reflect what we believe will be of most interest to you , such as by  using the fact that you 've recently searched for a flight in Barcelona  to prompt us to ask whether you 'd like to search for a hotel in  Barcelona as well ;"
Unclear language clause,we may use your location information to predict which airport you are likely to want to depart from or arrive back to ; and
Unclear language clause,displaying relevant advertisements to you about our services or other services that we think may be of interest to you .
Full information clause for categories,Personalising your experience involves us creating a profile and timeline of your activity on our services .
Full information clause for categories,"However , we are careful to ensure that our activities do not involve  undertaking any profiling or automated decision making that might have  any legal or other significant effects on you ."
Full information clause for categories,Informing strategic business decisions through creating aggregated  datasets of anonymised data that allow us to generate helpful insights  into patterns or trends within the travel industry .
Full information clause for categories,"For example , we can use search data to monitor demand for  destinations and make sure that the fares and travel options that we  surface to our users are available via our services ."
Full information clause for categories,Processing an application or potential application you may make for a job with Skyscanner .
Full information clause for categories,"in such circumstances we will use your information to evaluate your  suitability for the role and communicate with you throughout the  recruitment process , such as by emailing you with details about the job  or an offer and by arranging or conducting interviews ;"
Full information clause for categories,"depending on how far you get through the recruitment process we will  use information in your application to check your references and  background , use your verification and identification documents for  screening purposes and to confirm your suitability and right to work ,  and potentially arrange travel to visit us for interview ."
Full information clause for categories,"Where we process your personal data based on a legitimate interest we  will only do so where the processing is relevant , adequate and limited  to what is necessary for the purpose it was collected for ."
Full information clause for categories,"And of course , we 'll always ensure our legitimate interests do not unfairly impact on your own rights and freedoms ."
Full information clause for categories,"We will obtain your consent for purposes such as : sending you emails  for services you request such as Price Alerts ; sending you direct  marketing communications via email , push notification or other means  where you have consented to us doing so ; storing certain cookies on  your device , where doing so requires consent ; and recording and  evaluating feedback you give us where you agree to take part in  one-to-one user testing ."
Full information clause for categories,"Where we process your personal data based only on your consent , you  can withdraw this consent at any time either by using the functionality  provided within the appropriate product feature or by contacting us ."
Unclear language clause,"We may need to retain and use your information in connection with  legal claims , or for compliance , regulatory and auditing purposes ."
Unclear language clause,"For example we may retain information where we are required by law ,  or if we are compelled to do so by a court order or regulatory body ."
Unclear language clause,"Also , when you exercise any applicable legal rights you have to  access , amend or delete your personal data , we may request  identification and verification documents from you for the purpose of  confirming your identity ."
Unclear language clause,Information you choose to give us might include personal data needed for you to book travel for yourself and others .
Unclear language clause,"This ranges from the dates and destination you choose in a search , to  the basic stuff for making a booking with a Travel Supplier such as  names and contact details ."
Unclear language clause,It can also include content like the reviews or photographs you upload to our services to share with other travellers .
Unclear language clause,"Most importantly , it 's always up to you whether or not you choose to give us this kind of information ."
Unclear language clause,We generate or collect some information from your computer or device automatically as you use our services .
Unclear language clause,"This includes stuff like your IP address , information about the  device and browser you are using to access our services , the website  URL you visited us from and the third party sites you visit when you  click on links to exit the Skyscanner site ."
Unclear language clause,It also includes details of the bookings you have made via Skyscanner .
Unclear language clause,We may also know your location from your mobile or your IP address .
Full information clause for categories,This helps us to improve your experience and make sure you receive the content that 's most relevant to you .
Problematic processing clause for categories,"Sometimes we 're given information about you from third parties , depending on how you choose to interact with us ."
Problematic processing clause for categories,"For example , when you come to our website via a promotional partner ,  or when you log into your Skyscanner account using our social network  login feature ."
Unclear language clause,"And , if you 've redirected to a Travel Supplier 's website or app to  complete your booking , we might collect information from them about  whether you went ahead with your trip and what you booked ."
Insufficient information clause for categories,"We treat data differently depending on what it 's used for , but you can ask us to delete your personal data at any time ."
Full information clause for categories,"No matter how long the retention period , you can ask us to delete your personal data in certain circumstances ."
Full information clause for categories,Find out more about how you can manage your personal data in the What are your choices and rights ?
Unclear language clause,Sometimes companies that advertise via our services may also collect  your information ( see Do we use cookies or other similar technologies ?  )
Insufficient information clause for categories,"Finally , companies that help us deliver our services will also collect and use your data on our behalf ."
Unclear language clause,Sharing personal data with third parties who process it only under our instruction
Full information clause for categories,"We share information relating to our users with selected third parties  who provide us with a variety of different services that support the  delivery of our services ( let 's call them "" Third Party Processors "" )  ."
Full information clause for categories,These Third Party Processors range from providers of technical infrastructure to customer service and authentication tools .
Full information clause for categories,"We require any Third Party Processor which handles information on our  behalf to do so pursuant to contractual terms which require that the  information is kept secure , is processed in accordance with applicable  data protection laws , and used only as we have instructed and not for  that Third Party Processor 's own purposes ( unless you have explicitly  consented to them doing so ) ."
Problematic processing clause for categories,"Third Party Processors may be located in , or process your information , outside of the country in which you are based ."
Problematic processing clause for categories,"Where our use of a Third Party Processor involves the transfer of  personal data from within Europe to a location outside of the European  Economic Area , we will put in place appropriate measures to ensure that  the personal data is adequately protected in that location , most often  by applying European Commission-approved standard contractual clauses  alongside robust security checks ."
Unclear language clause,The types of Third Party Processors we may share elements of your  personal data with include : Sharing personal data with third parties  who process it only under our instruction
Full information clause for categories,"We share information relating to our users with selected third parties  who provide us with a variety of different services that support the  delivery of our services ( let 's call them "" Third Party Processors "" )  ."
Full information clause for categories,These Third Party Processors range from providers of technical infrastructure to customer service and authentication tools .
Full information clause for categories,"We require any Third Party Processor which handles information on our  behalf to do so pursuant to contractual terms which require that the  information is kept secure , is processed in accordance with applicable  data protection laws , and used only as we have instructed and not for  that Third Party Processor 's own purposes ( unless you have explicitly  consented to them doing so ) ."
Problematic processing clause for categories,"Third Party Processors may be located in , or process your information , outside of the country in which you are based ."
Problematic processing clause for categories,"Where our use of a Third Party Processor involves the transfer of  personal data from within Europe to a location outside of the European  Economic Area , we will put in place appropriate measures to ensure that  the personal data is adequately protected in that location , most often  by applying European Commission-approved standard contractual clauses  alongside robust security checks ."
Unclear language clause,"The types of Third Party Processors we may share elements of your  personal data with include : payment processors engaged by us to  securely store or handle payments information , such as credit or debit  card details , required for facilitating bookings with Travel Suppliers -  for example , when you provide us with your credit or debit card  details we store these in a PCI-compliant data vault provided by an  industry-leading third party payment processor ; providers of email  management and distribution tools - for example , if you sign up to  receive Skyscanner newsletters or other marketing messages we will  manage the delivery of these to you using a third party email  distribution tool ; providers of security and fraud prevention services -  for example , we use these providers to identify automated software  agents that might disrupt our services or to prevent misuse of our APIs ;  providers of data aggregation and analytics software services that  enable us to effectively monitor and optimise the delivery of our  services ; providers of tracking tools that we use to monitor instances  where you click on a link to a Travel Supplier 's website and redirect  from the Skyscanner platform to that Travel Supplier 's ; providers of  software platforms that assist us in communicating or providing customer  support services to you - for example , we manage and respond to any  messages you send to us via our help centre using a third party  communications management tool ; providers of recruitment management  services - for example , when you apply for a vacancy at Skyscanner we  use a third party tool to manage and store any information relating to  your application ; providers of online cloud storage services and other  essential IT support services ; and other companies within the  Skyscanner group , for the purpose of supporting the delivery of our  services to you ."
Unclear language clause,Click here to view the Skyscanner Group companies
Full information clause for categories,"If you are purchasing travel with a Travel Supplier from within our  services ' booking platform , any personal data you submit as part of  the booking process will be shared with the relevant Travel Supplier  and/or a third party contracted to provide services on their behalf , in  order to enable the booking to processed ."
Full information clause for categories,"When we share your personal data in this way , you 'll get an  opportunity to review the Travel Supplier 's privacy policy and terms  and conditions first ."
Full information clause for categories,"Before completing any purchase , we recommend that you carefully  review these documents in order to understand how that Travel Supplier  will use your information ."
Full information clause for categories,"We may also share personal data with the Travel Supplier for their ,  or our , standard verification and fraud-detection purposes ."
Full information clause for categories,"We will share personal data with third parties where you expressly  authorise us to , such as where we run a promotion in conjunction with a  partner and you instruct us to share your email address with that third  party for the purpose of receiving promotional emails ."
Full information clause for categories,"We may disclose your information where necessary to enforce our Terms  of Service or other agreements , or to a prospective or ultimate buyer  if Skyscanner itself ( or part of our business ) is sold ."
Full information clause for categories,"We may also disclose your information if necessary to prevent , detect  or prosecute illegal or suspected illegal activities , including fraud ,  or to prevent other damage or where necessary in response to legally  binding requests , legal action against us , or to enforce our rights  and claims ."
Unclear language clause,"The information used to personalise adverts you see may include your  details of what you 've searched for on Skyscanner or general location  information at a city or airport level , but will never include your  name , contact details or other information that would enable you to be  identified in the offline world ."
Unclear language clause,"If you want to manage how your information is used for advertising  purposes , you can find out more below and in our Cookie Policy ."
Insufficient information clause for categories,"We use cookies and similar technologies to help deliver , optimise ,  personalise and analyse our services and for advertising purposes ."
Insufficient information clause for categories,"Cookies record things like your preferences and settings , helping to  give us the information we need to provide you with the most consistent  and relevant experience ."
Unclear language clause,"We also use pixels to gather information such as whether you 've  opened an email , so that we can improve our communications to you ."
Full information clause for categories,"If you 've got a Skyscanner account , you can access , edit , download  or delete the key personal data associated with your profile at any  time by going to your Profile ."
Insufficient information clause for categories,You can exercise these rights by getting in touch with us via our Help Centre .
Full information clause for categories,"You have the right to ask us for a copy of your personal data ; to  correct , delete or restrict processing of your personal data ; and to  obtain the personal data you have provided to us in a structured ,  machine readable format ."
Full information clause for categories,"In addition , you can object to the processing of your personal data  in some circumstances ( in particular , where we do not have to process  the data to meet a contractual or other legal requirement ) ."
Full information clause for categories,"Where we have asked for your consent , you may withdraw consent at any time ."
Insufficient information clause for categories,"If you have unresolved concerns , you have the right to complain to a data protection authority ."
Insufficient information clause for categories,"To the extent that you 're unable to satisfactorily exercise any of  these rights via your Profile , you can do so by contacting our Data  Protection Officer by post at Skyscanner , Quartermile One , 15  Lauriston Place , Edinburgh EH3 9EN , or electronically via our Help  Centre ."
Insufficient information clause for categories,"If you have unresolved concerns , you have the right to complain to a data protection authority ."
Full information clause for categories,Skyscanner Limited is the Data Controller of any information collected from you by us .
Insufficient information clause for categories,"Our registered office address is : Floor 6 , The Avenue , 1 Bedford Avenue , London , United Kingdom , WC1B 3AU ."
None,Privacy policy
None,Last updated 15 May 2018
None,No surprises !
None,"We 'll only ever collect , use and share your information in ways that are described in this policy ."
None,We 'll keep your information safe
None,We 're committed to the confidentiality and security of the personal data you give us .
None,You 're always in control
None,Update your profile and communication preferences at any time
None,About this policy
None,"Along  with our Terms of Service and Cookie Policy , this policy explains how  we collect and handle your information across all of our websites ,  mobile apps and other services ."
None,You 'll come across the term ' personal data ' a lot in this policy .
None,"By that , we mean any information relating to you as an identifiable individual ."
None,"We  can only speak for ourselves so this policy does not cover the  collection or use of your information by any of the airlines , online  travel agents , hotels , car hire companies or other travel companies (  let 's call them "" Travel Suppliers "" ) we feature ."
None,"That  means when you make a booking with a Travel Supplier , your information  will be processed by them in accordance with their own privacy policy  and terms and conditions ."
None,"But do not worry , we 'll always give you the links so you can read them before making a booking ."
None,Why and how do we use your personal data ?
None,How we use personal data to perform contracts .
None,"redirecting  you to their platform along with whatever data is necessary to enable  them to recognise you and the travel option you had selected on  Skyscanner , including data about your browser or device and the details  of your travel search ; or"
None,Our legitimate interests .
None,For example :
None,"monitoring  the numbers of users who redirect to , or make bookings with , Travel  Suppliers and details of the related travel options being selected for  the purposes of commercial records and business analytics ;"
None,analysing  at an aggregate level what different groups of users may be viewing or  clicking on within our services in order to better understand which  features or functionality are more popular or helpful than others ;
None,"running  A/B tests that display alternate versions of our services to different  groups of users , in order to evaluate the positive or negative impact  of such changes on our users ' experience of our services ."
